-5.312100000000000000e+04,-2.689600000000000000e+04,-7.281000000000000000e+03
-4.673100000000000000e+04,-1.915100000000000000e+04,-8.066000000000000000e+03
-5.040600000000000000e+04,-1.914100000000000000e+04,-1.017600000000000000e+04
-5.555600000000000000e+04,-2.239100000000000000e+04,-1.278600000000000000e+04
-5.630600000000000000e+04,-2.094600000000000000e+04,-6.511000000000000000e+03
-5.136600000000000000e+04,-1.771100000000000000e+04,-9.981000000000000000e+03
-5.706600000000000000e+04,-1.947600000000000000e+04,-8.781000000000000000e+03
-5.436600000000000000e+04,-2.433600000000000000e+04,-9.051000000000000000e+03
-5.210100000000000000e+04,-2.242100000000000000e+04,-7.036000000000000000e+03
-5.417100000000000000e+04,-2.246100000000000000e+04,-8.756000000000000000e+03
